GeneID,MOs,MOsID,SedRed,Duck,Cost,sedbcr,duckbcr,FID_1,Subbasin,Zone,coords_x1,coords_x2,SB574,HydroSB,Zone_1,watershed
8096,WCMO,1376,10.7519,3.5998,1724.5719,6.234532756,0.002087359,4061,10,3,173637.8298,2347681.584,82,1,3,LES
8097,WCMO,1377,14.1691,4.1572,2273.983,6.230961269,0.001828158,4062,10,3,172299.6919,2347512.292,82,1,3,LES
8098,WCMO,1378,6.3151,2.7781,1012.1719,6.239157598,0.002744692,4063,10,3,172022.6951,2347221.183,82,1,3,LES
8099,WCMO,1379,8.7069,3.2654,1841.5646,4.727990536,0.001773166,4064,10,3,172059.0804,2346852.33,82,1,3,LES
8100,WCMO,1380,79.6947,9.9258,17058.4267,4.671866955,0.000581871,4065,10,3,172311.1632,2347066.515,82,1,3,LES
8101,WCMO,1384,0.1713,2.9656,706.4819,0.242469057,0.004197701,816,2,3,158663.9118,2347586.929,60,2,3,LES
8102,WCMO,1385,0.4266,3.2979,1240.6416,0.343854341,0.002658221,2268,7,3,159844.3421,2348066.318,83,2,3,LES
8103,WCMO,1386,0.1989,3.1904,820.4777,0.242419751,0.003888466,817,2,3,158899.9988,2347810.873,60,2,3,LES
8104,WCMO,1387,0.8292,4.6233,1724.1431,0.480934558,0.002681506,2269,7,3,159379.6891,2347147.666,83,2,3,LES
8105,WCMO,1388,1.1492,7.7202,4790.6359,0.239884647,0.001611519,818,2,3,158967.4785,2347190.017,60,2,3,LES
8106,WCMO,1389,0.7271,4.3319,1511.0559,0.481186699,0.002866803,2270,7,3,159241.5384,2347054.621,83,2,3,LES
8107,WCMO,1390,0.1723,4.1141,1355.4434,0.127117075,0.003035243,2218,6,3,158936.6521,2346577.913,92,2,3,LES
8108,WCMO,1391,7.2219,3.1636,1063.795,6.788807994,0.002973881,7242,18,1,193483.0968,2348110.387,88,9,2,LES
8109,WCMO,1392,5.3907,2.7257,793.8944,6.79019779,0.003433328,7243,18,1,194151.1021,2348086.352,88,9,2,LES
8110,WCMO,1393,54.9854,8.7605,17957.9161,3.061903157,0.000487835,7244,18,1,193504.0456,2347734.469,88,9,2,LES
8111,WCMO,1394,40.675,7.4945,10846.5117,3.750053577,0.000690959,7245,18,1,194649.2854,2347631.012,88,9,2,LES
8112,WCMO,1395,9.1321,3.5479,1885.9197,4.842252828,0.001881257,7246,18,1,194488.5427,2347489.295,88,9,2,LES
8113,WCMO,1396,115.7637,13.4313,67640.986,1.711443118,0.000198567,7247,18,1,195544.2224,2347590.505,102,18,2,LES
8114,WCMO,1397,15.2852,4.6027,4969.4,3.075864289,0.000926208,7248,18,1,194096.0628,2347144.223,88,9,2,LES
8115,WCMO,1398,12.3639,4.1316,5482.275,2.255249873,0.000753629,7249,18,1,194531.6992,2347083.289,88,9,2,LES
8116,WCMO,1399,11.6814,4.2596,2726.0724,4.285065943,0.001562541,7250,18,1,195218.6851,2346808.525,102,18,2,LES
8117,WCMO,1400,83.4864,11.4054,25228.2898,3.309237394,0.000452088,7251,18,1,195574.0837,2346985.615,102,18,2,LES
8118,WCMO,1401,22.5589,5.9193,11310.3622,1.994533827,0.000523352,7252,18,1,195565.6378,2346554.721,102,18,2,LES
8119,WCMO,1402,0.2202,4.363,1476.8955,0.149096534,0.00295417,819,2,3,154157.7866,2347347.323,67,2,3,LES
8120,WCMO,1403,0.0183,4.0803,1289.3764,0.014192908,0.003164553,820,2,3,154342.0068,2346492.011,63,2,3,LES
8121,WCMO,1404,3.5931,3.6868,1121.4168,3.204071849,0.003287627,1367,4,3,162271.9105,2347301.459,78,4,3,LES
8122,WCMO,1417,0,0,0,0,0,821,2,3,152802.5531,2347573.494,67,2,3,LES
8123,WCMO,1418,0.11,3.0897,736.0986,0.149436502,0.0041974,822,2,3,153262.6069,2347388.218,67,2,3,LES
8124,WCMO,1419,0.3431,0,2305.7586,0.148801353,0,0,0,0,0,0,0,0,0,0
8125,WCMO,1420,0.2221,4.3941,1489.5542,0.149105014,0.002949943,823,2,3,153381.2927,2347302.594,67,2,3,LES
8126,WCMO,1422,0.1076,3.0616,720.0608,0.149431826,0.004251863,824,2,3,153099.7197,2346745.021,67,2,3,LES
8127,WCMO,1423,0.7552,8.1408,5112.8436,0.147706454,0.001592226,825,2,3,153691.9524,2346732.677,67,2,3,LES
8128,WCMO,1426,623.9587,45.3238,513649.7738,1.21E+00,8.82E-05,1910,5,3,168980.8315,2347245.75,73,4,3,LES
8129,WCMO,1427,0.9683,2.9553,684.8733,1.413838151,0.004315105,968,3,3,156325.8909,2346323.328,68,2,3,LES
8130,WCMO,1428,16.6118,5.0279,9620.8739,1.726641485,0.000522603,7253,18,1,197054.1553,2348182.356,102,18,2,LES
8131,WCMO,1430,5.2265,2.8263,1568.3104,3.332567329,0.00180213,7254,18,1,196469.7571,2347950.319,102,18,2,LES
8132,WCMO,1433,5.425,2.8846,1265.3083,4.287492621,0.002279761,7255,18,1,196139.7103,2347813.425,102,18,2,LES
8133,WCMO,1434,10.8163,4.0714,3247.2851,3.330874767,0.001253786,7256,18,1,196333.4249,2347753.634,102,18,2,LES
8134,WCMO,1435,15.6312,4.9065,5740.6237,2.722909708,0.000854698,7257,18,1,195815.5662,2347681.452,102,18,2,LES
8135,WCMO,1436,11.5471,4.2049,5011.3901,2.304171052,0.000839069,7258,18,1,196554.0129,2347563.969,102,18,2,LES
8136,WCMO,1437,3.8599,2.4365,1158.105,3.332944768,0.002103868,7259,18,1,196002.4877,2347426.513,102,18,2,LES
8137,WCMO,1438,20.2535,5.5931,6085.7227,3.328035305,0.000919053,7260,18,1,195901.3772,2347041.873,102,18,2,LES
8138,WCMO,1439,400.2995,25.0519,288190.8785,1.39E+00,8.69E-05,7261,18,1,197057.3923,2347280.214,102,18,2,LES
8139,WCMO,1440,17.7586,5.2368,5334.8678,3.328779768,0.000981618,7262,18,1,196129.7578,2346687.007,102,18,2,LES
8140,WCMO,1441,7.3356,3.3465,2201.6017,3.331937834,0.00152003,7263,18,1,197437.5746,2346483.855,102,18,2,LES
8141,WCMO,1442,4.3352,2.5746,1011.0231,4.287933678,0.002546529,7264,18,1,197322.3624,2346361.994,102,18,2,LES
8142,WCMO,1443,168.0281,16.1905,121415.1998,1.383913219,0.000133348,7265,18,1,196642.3249,2346502.064,102,18,2,LES
8143,WCMO,1444,8.0697,3.1187,1293.7721,6.237342728,0.002410548,4066,10,3,173630.0579,2347562.083,82,1,3,LES
8144,WCMO,1445,5.5877,2.6047,609.7291,9.164233756,0.004271897,4067,10,3,172894.795,2347183.446,82,1,3,LES
8145,WCMO,1446,13.6271,4.0578,1489.0049,9.15181676,0.002725176,4068,10,3,173711.4616,2347134.143,82,1,3,LES
8146,WCMO,1447,16.4738,4.4703,1800.9167,9.147452517,0.002482236,4069,10,3,173335.018,2347074.674,82,1,3,LES
8147,WCMO,1448,9.4502,4.0588,1493.8942,6.325883051,0.002716926,4070,10,3,174029.4229,2347152.287,84,1,3,LES
8148,WCMO,1449,12.7088,3.919,1388.4511,9.153221169,0.00282257,4071,10,3,173821.2186,2346913.253,82,1,3,LES
8149,WCMO,1450,10.8061,3.6279,1180.199,9.156167731,0.003073973,4072,10,3,172943.923,2346742.904,82,1,3,LES
8150,WCMO,1451,16.3246,4.4656,1784.5627,9.147675226,0.00250235,4073,10,3,172828.0081,2346552.071,82,1,3,LES
8151,WCMO,1452,10.8277,3.6243,1736.7549,6.234443329,0.002086823,4074,10,3,173580.8011,2346542.911,82,1,3,LES
8152,WCMO,1453,40.2282,7.0532,6484.4875,6.203759356,0.001087704,4075,10,3,171777.1374,2346469.905,82,1,3,LES
8153,WCMO,1454,153.3816,13.8738,17160.1546,8.938241151,0.000808489,4076,10,3,172422.8357,2346458.593,82,1,3,LES
8154,WCMO,1455,82.6671,10.0972,13420.975,6.159545041,0.000752345,4077,10,3,173142.1294,2346394.105,82,1,3,LES
8155,WCMO,1456,91.6374,10.6872,10145.3862,9.032421062,0.001053405,4078,10,3,172128.4069,2346152.153,82,1,3,LES
8156,WCMO,1457,13.0703,3.9982,2097.251,6.23211051,0.0019064,4079,10,3,172916.4812,2346060.726,89,10,3,LES
8157,WCMO,1467,2.564,2.8692,1079.6732,2.374792669,0.002657471,401,1,3,171550.176,2348340.19,48,1,3,LES
8158,WCMO,1468,2.6299,2.7497,673.7565,3.903338966,0.004081148,1911,5,3,171462.6368,2347927.802,72,1,3,LES
8159,WCMO,1469,11.2764,5.7048,4246.25,2.655613777,0.001343491,1912,5,3,171253.6079,2347656.561,72,1,3,LES
8160,WCMO,1470,3.593,3.2211,1351.996,2.657552241,0.002382477,1913,5,3,171164.6715,2347514.499,72,1,3,LES
8161,WCMO,1471,5.5204,3.6761,1761.329,3.134224214,0.002087117,1914,5,3,171307.0185,2347272.999,86,5,3,LES
8162,WCMO,1472,14.9805,6.0581,4784.2317,3.131223766,0.001266264,4080,10,3,171430.658,2347063.138,86,5,3,LES
8163,WCMO,1473,86.7963,15.9182,43416.3151,1.999163213,0.000366641,1915,5,3,171006.7273,2347275.626,72,1,3,LES
8164,WCMO,1474,2.797,2.8489,716.5738,3.903296492,0.003975724,1916,5,3,171056.3393,2346558.764,72,1,3,LES
8165,WCMO,1475,7.1497,2.9664,1146.1048,6.238260236,0.002588245,4081,10,3,171672.4051,2346438.911,82,1,3,LES
8166,WCMO,1476,6.4847,3.9947,2069.1887,3.133933604,0.001930563,1917,5,3,171338.0016,2346058.11,86,5,3,LES
8167,WCMO,1477,11.1289,5.2316,3552.7975,3.132432963,0.00147253,4082,10,3,171511.4228,2346053.507,86,5,3,LES
8168,WCMO,1494,3.4717,3.3405,961.9435,3.609047725,0.003472657,1918,5,3,167665.8248,2347119.706,73,4,3,LES
8169,WCMO,1495,3.6398,3.5308,1067.289,3.41032279,0.003308195,1919,5,3,166915.8529,2346778.152,111,4,3,LES
8170,WCMO,1496,12.2127,6.266,4747.0732,2.572679941,0.001319971,1920,5,3,167942.6143,2346780.033,73,4,3,LES
8171,WCMO,1497,35.9995,11.1082,10576.0472,3.403870966,0.001050317,1921,5,3,167129.4538,2346716.807,111,4,3,LES
8172,WCMO,1498,9.4575,5.5067,2621.9777,3.607010083,0.002100209,1922,5,3,168405.2302,2346615.951,73,4,3,LES
8173,WCMO,1499,4.4788,3.9048,1840.9235,2.432909352,0.002121109,1923,5,3,167853.407,2346524.146,111,4,3,LES
8174,WCMO,1500,35.1986,10.9672,10340.2853,3.404025999,0.001060628,1924,5,3,167839.7933,2346098.964,111,4,3,LES
8175,WCMO,1501,12.736,6.5996,3736.5192,3.408519887,0.001766243,1925,5,3,167580.1549,2346007.636,111,4,3,LES
8176,WCMO,1595,54.16,9.1857,12687.6395,4.268721538,0.000723988,7266,18,1,195902.265,2345977.676,102,18,2,LES
8177,WCMO,1596,4.3149,2.6762,1978.5099,2.180883704,0.001352634,7267,18,1,194216.0575,2345857.925,101,18,2,LES
8178,WCMO,1597,7.9953,3.638,3102.0201,2.57744945,0.001172784,7268,18,1,194067.843,2346951.57,101,18,2,LES
8179,WCMO,1598,5.097,2.9003,1256.794,4.055557235,0.002307697,7269,18,1,194724.8833,2346386.09,101,18,2,LES
8180,WCMO,1599,5.7719,3.0843,1423.2789,4.055354154,0.002167038,7270,18,1,195063.3597,2346227.242,101,18,2,LES
8181,WCMO,1600,6.1392,3.1794,1513.8875,4.055255097,0.002100156,7271,18,1,195240.4695,2346207.598,101,18,2,LES
8182,WCMO,1601,15.2405,4.869,4577.368,3.329533479,0.001063712,7272,18,1,195648.7949,2345984.836,102,18,2,LES
8183,WCMO,1602,48.3558,8.9675,29101.6919,1.661614732,0.000308144,7273,18,1,194527.3476,2345861.569,101,18,2,LES
8184,WCMO,1603,6.9556,3.2928,3017.4349,2.305136724,0.001091258,7274,18,1,195384.7333,2345837.437,102,18,2,LES
8185,WCMO,1618,13.206,4.2937,3510.4508,3.761910009,0.001223119,7275,18,1,193387.6003,2346708.804,88,9,2,LES
8186,WCMO,1619,3.5742,2.4388,1133.7403,3.15257383,0.00215111,7276,18,1,193568.7952,2346573.722,101,18,2,LES
8187,WCMO,1620,5.8154,3.1092,1844.9464,3.152069892,0.001685252,7277,18,1,193731.3125,2346532.236,101,18,2,LES
8188,WCMO,1621,5.7883,3.0976,1427.3081,4.055396309,0.002170239,7278,18,1,194053.5445,2346544.747,101,18,2,LES
8189,WCMO,1622,11.8705,4.4491,3767.6797,3.150612829,0.001180859,7279,18,1,193542.8452,2346192.078,101,18,2,LES
8190,WCMO,1623,7.3735,3.5019,3381.7615,2.180372566,0.001035525,7280,18,1,193952.0191,2345939.11,101,18,2,LES
8191,WCMO,1624,70.813,10.8981,27602.7355,2.56543414,0.00039482,7281,18,1,193522.9511,2345896.834,101,18,2,LES
8192,WCMO,1632,2.4465,3.0553,763.4896,3.204365849,0.004001757,1368,4,3,161050.3449,2347216.447,78,4,3,LES
8193,WCMO,1633,7.3021,5.2847,3195.654,2.285009579,0.001653715,2271,7,3,160964.4098,2346991.051,83,2,3,LES
8194,WCMO,1634,7.4509,3.2402,1979.2986,3.764414323,0.001637045,7282,18,1,191786.9622,2347521.643,88,9,2,LES
8195,WCMO,1635,9.1873,3.5818,1353.6056,6.78727984,0.002646118,7283,18,1,192951.0142,2347327.61,88,9,2,LES
8196,WCMO,1636,13.2723,4.3049,1956.3877,6.78408477,0.002200433,7284,18,1,193113.4961,2347194.772,88,9,2,LES
8197,WCMO,1637,6.0702,2.9113,894.0305,6.789701246,0.003256377,7285,18,1,193073.9039,2347059.894,88,9,2,LES
8198,WCMO,1638,4.6477,2.5485,959.3343,4.844713673,0.00265653,7286,18,1,193048.4961,2346886.922,88,9,2,LES
8199,WCMO,1639,4.8989,2.6158,721.42,6.790635136,0.003625904,7287,18,1,193174.6766,2346742.32,88,9,2,LES
8200,WCMO,1640,4.4079,2.4951,909.798,4.84492162,0.002742477,7288,18,1,191900.6619,2346474.307,88,9,2,LES
8201,WCMO,1641,8.9702,3.8707,4114.5922,2.180094543,0.000940725,7289,18,1,193306.8814,2346237.167,101,18,2,LES
8202,WCMO,1642,12.687,4.1265,3219.8141,3.940289596,0.001281596,7290,18,1,192825.9208,2346090.318,135,18,2,LES
8203,WCMO,1643,11.1754,4.3307,3546.8521,3.150793911,0.001220998,7291,18,1,192960.5213,2345809.193,101,18,2,LES
8204,WCMO,1644,28.37,6.8966,11023.8552,2.573509855,0.000625607,7292,18,1,193183.5323,2345920.348,101,18,2,LES
8205,WCMO,1645,775.9742,35.64,718366.3062,1.08E+00,4.96E-05,7293,18,1,192268.4898,2346296.083,87,9,2,LES
8206,WCMO,1669,1.6035,9.1512,6718.1515,0.238681727,0.00136216,826,2,3,158785.0274,2347149.347,60,2,3,LES
8207,WCMO,1670,0.2404,4.8669,1894.0478,0.126923935,0.002569576,2219,6,3,158804.3917,2346548.025,92,2,3,LES
8208,WCMO,1671,26.1437,6.2325,5517.1273,4.738643605,0.001129664,3257,9,2,187973.7024,2347109.076,76,9,2,LES
8209,WCMO,1672,63.0939,9.6693,9567.638,6.594511623,0.001010626,3258,9,2,189256.645,2347047.077,76,9,2,LES
8210,WCMO,1673,45.1883,8.1138,6672.6374,6.772179768,0.001215981,3259,9,2,188336.0275,2346499.719,91,9,2,LES
8211,WCMO,1674,6.3426,3.2025,1465.1259,4.329047763,0.002185819,3260,9,2,189070.3353,2346373.06,120,9,2,LES
8212,WCMO,1675,5.3863,2.7981,789.2229,6.824814637,0.003545386,3261,9,2,187802.6433,2346260.332,91,9,2,LES
8213,WCMO,1676,6.3761,3.0461,934.4383,6.823457472,0.003259819,3262,9,2,187852.534,2345914.282,91,9,2,LES
8214,WCMO,1677,6.4362,3.2342,2338.8955,2.751811699,0.001382789,3263,9,2,188845.1216,2345671.645,120,9,2,LES
8215,WCMO,1678,3.5928,2.4095,829.7038,4.330220013,0.002904048,3264,9,2,189476.022,2345699.944,120,9,2,LES
8216,WCMO,1679,19.8527,5.5806,10951.6612,1.812756954,0.000509567,7294,18,1,189846.2427,2347971.108,87,9,2,LES
8217,WCMO,1680,5.8346,3.0176,2078.3866,2.80727368,0.001451895,7295,18,1,190373.9161,2347780.257,87,9,2,LES
8218,WCMO,1681,13.6542,4.6219,4867.5837,2.80512896,0.000949527,7296,18,1,190153.7131,2347827.882,87,9,2,LES
8219,WCMO,1682,4.1392,2.5451,1474.1989,2.807762236,0.001726429,7297,18,1,190097.2199,2347631.658,87,9,2,LES
8220,WCMO,1683,23.9633,6.1077,6993.5409,3.426490292,0.000873334,7298,18,1,191167.405,2347383.545,87,9,2,LES
8221,WCMO,1684,32.3371,7.1335,5237.4335,6.174226365,0.001362022,7299,18,1,190029.419,2347023.334,87,9,2,LES
8222,WCMO,1685,5.5193,2.9404,891.5963,6.190357676,0.003297905,7300,18,1,190339.1958,2346900.399,87,9,2,LES
8223,WCMO,1686,10.485,4.0352,3055.9418,3.431020839,0.001320444,7301,18,1,191597.1632,2346719.534,87,9,2,LES
8224,WCMO,1687,38.0187,7.7447,6161.0389,6.170826157,0.001257044,7302,18,1,190125.8548,2346331.163,87,9,2,LES
8225,WCMO,1688,76.9655,11.0492,32635.0929,2.358366199,0.000338568,7303,18,1,189848.1615,2346463.985,87,9,2,LES
8226,WCMO,1689,7.5226,3.4376,1215.4473,6.189161801,0.002828259,7304,18,1,190344.4939,2346214.853,87,9,2,LES
8227,WCMO,1690,23.4965,6.094,5329.6507,4.408637887,0.001143415,7305,18,1,189880.1281,2345963.01,87,9,2,LES
8228,WCMO,1691,662.8191,32.9939,701734.394,9.45E-01,4.70E-05,7306,18,1,191277.1342,2346456.038,87,9,2,LES
8229,WCMO,1692,19.4075,5.5182,5661.4194,3.428027254,0.000974703,7307,18,1,190895.6797,2345764.268,87,9,2,LES
8230,WCMO,1693,8.7189,3.6925,1974.8363,4.414998853,0.001869775,7308,18,1,191223.0329,2345746.15,87,9,2,LES
8231,WCMO,1722,1.779,6.7973,8199.1095,0.216974782,0.000829029,2272,7,3,159642.3355,2346335.091,83,2,3,LES
8232,WCMO,1731,7.8692,3.4207,2128.9555,3.696272656,0.00160675,3265,9,2,187490.6853,2347056.042,76,9,2,LES
8233,WCMO,1732,7.5122,3.3395,1126.902,6.66624072,0.002963434,3266,9,2,187713.2361,2346955.109,76,9,2,LES
8234,WCMO,1733,14.9387,4.7434,4948.5927,3.018777439,0.000958535,3267,9,2,186239.8426,2346856.13,76,9,2,LES
8235,WCMO,1734,172.6601,16.345,146731.99,1.176703867,0.000111394,3268,9,2,186653.2317,2347010.474,76,9,2,LES
8236,WCMO,1735,5.7721,2.9307,865.5831,6.668452746,0.00338581,3269,9,2,187670.114,2346474.871,76,9,2,LES
8237,WCMO,1736,278.5286,20.7594,181406.0416,1.535387673,0.000114436,3270,9,2,186930.6442,2345912.591,91,9,2,LES
8238,WCMO,1754,2.2656,2.549,580.4055,3.903477827,0.004391757,1926,5,3,170761.5736,2350198.545,72,1,3,LES
8239,WCMO,1755,19.0102,7.9633,5588.9144,3.401411909,0.001424838,1369,4,3,169349.6732,2349846.405,52,1,3,LES
8240,WCMO,1756,3.1395,3.0052,804.3393,3.903203536,0.003736234,1927,5,3,170771.7803,2349383.774,72,1,3,LES
8241,WCMO,1757,3.0728,2.9785,787.2651,3.903132503,0.003783351,1928,5,3,170412.8369,2349254.762,72,1,3,LES
8242,WCMO,1758,4.2347,3.4947,1085.0454,3.902786003,0.003220787,1929,5,3,170595.0572,2349168.935,72,1,3,LES
8243,WCMO,1759,8.1247,4.8643,2082.5697,3.901285993,0.00233572,1930,5,3,169520.0238,2349049.17,72,1,3,LES
8244,WCMO,1760,3.0226,2.9695,1137.2855,2.657731942,0.002611042,1931,5,3,169346.1787,2348823.58,72,1,3,LES
8245,WCMO,1761,6.7536,4.4174,3353.2127,2.014068478,0.001317363,1932,5,3,170636.0127,2348727.99,72,1,3,LES
8246,WCMO,1762,5.9042,4.1567,1513.0743,3.902121661,0.002747188,1933,5,3,169281.4472,2348202.379,72,1,3,LES
8247,WCMO,1763,6.4086,4.3318,1642.4169,3.901932573,0.002637455,1934,5,3,169342.5829,2347973.829,72,1,3,LES
8248,WCMO,1764,4.6644,3.6813,1755.3399,2.657263132,0.002097201,1935,5,3,170303.9815,2347919.502,72,1,3,LES
8249,WCMO,1765,3.9291,3.3831,1478.511,2.657470929,0.00228818,1936,5,3,170076.3827,2347721.663,72,1,3,LES
8250,WCMO,1766,18.1736,7.2712,11218.2487,1.620003308,0.000648158,1937,5,3,170456.7956,2347650.077,72,1,3,LES
8251,WCMO,1767,2.5263,2.7117,647.2153,3.903337885,0.004189796,1938,5,3,170287.9898,2347443.497,72,1,3,LES
8252,WCMO,1768,7.0848,4.558,2666.7896,2.656677527,0.001709171,1939,5,3,169475.0298,2347345.49,72,1,3,LES
8253,WCMO,1769,6.1573,4.2258,2317.4796,2.656895016,0.001823446,1940,5,3,170831.6329,2347293.826,72,1,3,LES
8254,WCMO,1770,3.0078,3.089,833.3779,3.609166982,0.003706602,1941,5,3,169660.4366,2346802.156,73,4,3,LES
8255,WCMO,1771,5.7956,2.9724,869.1072,6.668452407,0.003420061,3271,9,2,183792.4181,2348361.79,76,9,2,LES
8256,WCMO,1772,7.1985,3.3285,4188.2559,1.718734521,0.000794722,3272,9,2,182961.3764,2347977.889,76,9,2,LES
8257,WCMO,1773,5.9143,3.0036,1955.7326,3.024084172,0.001535793,3273,9,2,183972.5083,2347863.054,76,9,2,LES
8258,WCMO,1774,63.7733,9.9526,25212.3697,2.529444902,0.000394751,3274,9,2,183429.413,2347293.852,76,9,2,LES
8259,WCMO,1775,363.0393,24.4585,249914.5166,1.45E+00,9.79E-05,3275,9,2,183578.131,2346964.696,76,9,2,LES
8260,WCMO,1776,6.3775,3.0903,1310.0661,4.868074977,0.002358889,3276,9,2,184180.071,2346277.084,91,9,2,LES
8261,WCMO,1777,4.6844,2.6496,1237.6246,3.784992638,0.002140875,3277,9,2,184154.5526,2346090.514,91,9,2,LES
8262,WCMO,1778,53.8035,9.0317,30334.9456,1.773647486,0.000297733,3278,9,2,183889.8107,2346134.933,91,9,2,LES
8263,WCMO,1779,671.9329,33.6921,291212.8786,2.307359837,0.000115696,3279,9,2,184911.9361,2346401.12,91,9,2,LES
8264,WCMO,1780,60.602,9.5385,19791.7618,3.061981071,0.000481943,3280,9,2,185488.6298,2345790.482,91,9,2,LES
8265,WCMO,1781,193.823,17.3646,90615.9854,2.138949316,0.000191628,3281,9,2,184275.166,2345787.942,91,9,2,LES
8266,WCMO,1782,6.6751,3.1467,1764.2703,3.783490546,0.00178357,3282,9,2,185751.9864,2345591.132,91,9,2,LES
8267,WCMO,1783,47.6468,8.5232,21176.536,2.249980828,0.000402483,3283,9,2,183250.5382,2345572.425,91,9,2,LES
8268,WCMO,1784,22.6774,5.8585,13154.9214,1.72387195,0.000445347,3284,9,2,183549.0816,2345738.049,91,9,2,LES
8269,WCMO,1785,5.1635,2.7739,756.5476,6.825082784,0.003666524,3285,9,2,185188.2502,2345555.654,91,9,2,LES
8270,WCMO,1796,7.7263,3.4532,2555.8461,3.022991095,0.001351099,3286,9,2,182709.23,2347767.692,76,9,2,LES
8271,WCMO,1797,4.1611,2.5359,874.378,4.758925774,0.002900233,3287,9,2,182486.4359,2347663.99,76,9,2,LES
8272,WCMO,1798,22.7467,5.8768,7374.1953,3.084634875,0.000796941,3288,9,2,182586.8568,2346925.615,91,9,2,LES
8273,WCMO,1799,52.2122,10.7039,28302.1292,1.844815266,0.000378201,3289,9,2,179876.1684,2346804.48,97,9,2,LES
8274,WCMO,1800,10.9661,4.2718,3153.2628,3.477699353,0.001354724,3290,9,2,181462.6956,2346566.881,90,9,2,LES
8275,WCMO,1801,4.9641,2.8732,1108.1719,4.479539682,0.002592739,3291,9,2,181396.5053,2346552.587,90,9,2,LES
8276,WCMO,1802,69.5746,10.8231,24741.0273,2.812114435,0.000437456,3292,9,2,181365.407,2346754.431,90,9,2,LES
8277,WCMO,1803,4.4013,2.7081,1263.9807,3.482094307,0.002142517,3293,9,2,181258.2338,2346103.697,90,9,2,LES
8278,WCMO,1804,4.9581,3.2847,1433.9544,3.457641331,0.002290659,3294,9,2,180324.9251,2346010.721,97,9,2,LES
8279,WCMO,1805,11.4618,5.0027,3318.4905,3.453919787,0.001507523,3295,9,2,180100.6914,2345938.228,97,9,2,LES
8280,WCMO,1806,7.9204,3.6387,1769.1484,4.476956258,0.002056752,3296,9,2,181053.9271,2345823.083,90,9,2,LES
8281,WCMO,1807,5.6195,3.5054,1625.4216,3.457256874,0.00215661,3297,9,2,179927.1034,2345725.332,97,9,2,LES
8282,WCMO,1808,45.6743,8.7754,19112.1179,2.389808405,0.000459154,3298,9,2,180909.6353,2345853.126,90,9,2,LES
8283,WCMO,1809,6.8578,3.239,1879.9179,3.647925263,0.001722948,3299,9,2,181803.9398,2345584.338,91,9,2,LES
8284,WCMO,1810,17.1039,5.3665,4924.0104,3.473571055,0.001089864,3300,9,2,180546.3803,2345554.384,90,9,2,LES
8285,WCMO,1811,55.0159,9.667,23062.6837,2.385494278,0.000419162,3301,9,2,180458.5813,2345448.699,97,9,2,LES
8286,WCMO,1812,35.9727,7.8721,11158.0708,3.223917525,0.000705507,3302,9,2,182482.1722,2345517.484,106,9,2,LES
8287,WCMO,1813,13.3473,4.7494,2111.3094,6.321811479,0.002249505,4083,10,3,178226.0002,2346881.551,84,1,3,LES
8288,WCMO,1814,245.5842,20.1986,69302.6068,3.543650251,0.000291455,3303,9,2,179195.9859,2346680.748,105,1,2,LES
8289,WCMO,1815,4.3335,2.618,1166.5709,3.714733498,0.002244184,3304,9,2,179576.8748,2346415.754,105,1,2,LES
8290,WCMO,1816,8.9543,3.7803,1337.8358,6.693123326,0.002825683,3305,9,2,178519.8171,2346368.84,105,1,2,LES
8291,WCMO,1817,12.9097,4.5304,4256.4292,3.032988309,0.001064366,3306,9,2,179160.2383,2346336.986,105,1,2,LES
8292,WCMO,1818,10.8574,4.1748,2926.4973,3.710032468,0.001426552,3307,9,2,178197.8033,2345763.768,105,1,2,LES
8293,WCMO,1819,15.1822,4.9424,3183.3588,4.769239333,0.001552574,3308,9,2,178228.4553,2345386.805,105,1,2,LES
8294,WCMO,1820,16.4789,5.1369,7417.8446,2.22152133,0.000692506,3309,9,2,178836.4384,2345446.061,105,1,2,LES
8295,WCMO,1821,13.0338,4.5557,2731.7506,4.771226187,0.001667685,3310,9,2,179479.0206,2345425.542,105,1,2,LES
8296,WCMO,1834,4.3771,2.7549,691.343,6.331300093,0.003984853,4084,10,3,174776.2616,2346763.805,84,1,3,LES
8297,WCMO,1835,265.3378,21.9862,207794.5505,1.276923766,0.000105807,4085,10,3,174437.7956,2346236.462,84,1,3,LES
8298,WCMO,1836,8.1401,3.7777,2492.3221,3.266070625,0.001515735,4086,10,3,174201.0479,2345728.506,84,1,3,LES
8299,WCMO,1837,22.0031,7.3557,4899.3514,4.491023036,0.001501362,4087,10,3,174749.5179,2345729.585,89,10,3,LES
8300,WCMO,1838,43.197,10.3455,23186.7209,1.863005993,0.000446182,4088,10,3,174241.8759,2345401.667,89,10,3,LES
8301,WCMO,1839,5.9251,3.2132,1369.6654,4.325947052,0.002345974,4089,10,3,174668.7645,2345301.034,104,9,2,LES
8302,WCMO,1840,9.8508,4.1284,2287.1262,4.307064472,0.00180506,4090,10,3,175152.8504,2346764.358,84,1,3,LES
8303,WCMO,1841,9.6102,4.0861,3655.1056,2.629253721,0.001117916,4091,10,3,174936.1037,2346277.454,84,1,3,LES
8304,WCMO,1842,3.7824,2.5656,877.2993,4.311413448,0.00292443,4092,10,3,174961.933,2345710.602,89,10,3,LES
